participant_id,block,game,horizon,info_condition,reward_mean_H,reward_mean_I,trial_num,is_free,choice,model_choice,reward,cumulative_reward,log_likelihood,prompt,top2_tokens
31,1,5,6,2,52,40,6,True,H,H,64,279,-0.34765625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press H and get 43 points.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 47 points.', 'You are instructed to press H and get 47 points.', 'You press <<I>> and get 29 points.']You press <<","[{'token': 'H', 'prob': 0.70703125}, {'token': 'I', 'prob': 0.294921875}]"
31,1,5,6,2,52,40,7,True,H,H,53,332,-0.314453125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press H and get 43 points.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 47 points.', 'You are instructed to press H and get 47 points.', 'You press <<I>> and get 29 points.', 'You press <<H>> and get 64 points.']You press <<","[{'token': 'H', 'prob': 0.73046875}, {'token': 'I', 'prob': 0.26953125}]"
31,1,5,6,2,52,40,8,True,H,H,53,385,-0.38671875,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press H and get 43 points.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 47 points.', 'You are instructed to press H and get 47 points.', 'You press <<I>> and get 29 points.', 'You press <<H>> and get 64 points.', 'You press <<H>> and get 53 points.']You press <<","[{'token': 'H', 'prob': 0.6796875}, {'token': 'I', 'prob': 0.3203125}]"
31,1,5,6,2,52,40,9,True,H,H,59,444,-0.203125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press H and get 43 points.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 47 points.', 'You are instructed to press H and get 47 points.', 'You press <<I>> and get 29 points.', 'You press <<H>> and get 64 points.', 'You press <<H>> and get 53 points.', 'You press <<H>> and get 53 points.']You press <<","[{'token': 'H', 'prob': 0.81640625}, {'token': 'I', 'prob': 0.1826171875}]"
31,1,5,6,2,52,40,10,True,H,H,57,501,-0.0986328125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press H and get 43 points.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 47 points.', 'You are instructed to press H and get 47 points.', 'You press <<I>> and get 29 points.', 'You press <<H>> and get 64 points.', 'You press <<H>> and get 53 points.', 'You press <<H>> and get 53 points.', 'You press <<H>> and get 59 points.']You press <<","[{'token': 'H', 'prob': 0.90625}, {'token': 'I', 'prob': 0.09521484375}]"
31,1,6,1,2,40,32,5,True,H,H,43,204,-0.251953125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 6. There are 5 trials in this game.', 'You are instructed to press H and get 54 points.', 'You are instructed to press H and get 40 points.', 'You are instructed to press I and get 30 points.', 'You are instructed to press I and get 37 points.']You press <<","[{'token': 'H', 'prob': 0.77734375}, {'token': 'I', 'prob': 0.22265625}]"
31,1,7,1,2,40,20,5,True,H,H,46,169,-0.203125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 7. There are 5 trials in this game.', 'You are instructed to press I and get 12 points.', 'You are instructed to press I and get 15 points.', 'You are instructed to press H and get 58 points.', 'You are instructed to press H and get 38 points.']You press <<","[{'token': 'H', 'prob': 0.81640625}, {'token': 'I', 'prob': 0.1826171875}]"
31,1,8,1,1,72,60,5,True,H,H,56,334,-0.251953125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 8. There are 5 trials in this game.', 'You are instructed to press H and get 75 points.', 'You are instructed to press I and get 61 points.', 'You are instructed to press H and get 79 points.', 'You are instructed to press H and get 63 points.']You press <<","[{'token': 'H', 'prob': 0.77734375}, {'token': 'I', 'prob': 0.22265625}]"
31,1,9,1,2,64,60,5,True,H,H,62,341,-0.0986328125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 9. There are 5 trials in this game.', 'You are instructed to press H and get 80 points.', 'You are instructed to press I and get 64 points.', 'You are instructed to press H and get 76 points.', 'You are instructed to press I and get 59 points.']You press <<","[{'token': 'H', 'prob': 0.90625}, {'token': 'I', 'prob': 0.09521484375}]"
31,1,10,6,2,48,60,5,True,I,I,77,307,-0.4765625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 10. There are 10 trials in this game.', 'You are instructed to press H and get 52 points.', 'You are instructed to press H and get 57 points.', 'You are instructed to press I and get 63 points.', 'You are instructed to press I and get 58 points.']You press <<","[{'token': 'I', 'prob': 0.62109375}, {'token': 'H', 'prob': 0.376953125}]"
31,1,10,6,2,48,60,6,True,I,I,57,364,-0.51953125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 10. There are 10 trials in this game.', 'You are instructed to press H and get 52 points.', 'You are instructed to press H and get 57 points.', 'You are instructed to press I and get 63 points.', 'You are instructed to press I and get 58 points.', 'You press <<I>> and get 77 points.']You press <<","[{'token': 'I', 'prob': 0.59375}, {'token': 'H', 'prob': 0.40625}]"
31,1,10,6,2,48,60,7,True,I,I,59,423,-0.51953125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 10. There are 10 trials in this game.', 'You are instructed to press H and get 52 points.', 'You are instructed to press H and get 57 points.', 'You are instructed to press I and get 63 points.', 'You are instructed to press I and get 58 points.', 'You press <<I>> and get 77 points.', 'You press <<I>> and get 57 points.']You press <<","[{'token': 'I', 'prob': 0.59375}, {'token': 'H', 'prob': 0.40625}]"
31,1,10,6,2,48,60,8,True,I,I,56,479,-0.251953125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 10. There are 10 trials in this game.', 'You are instructed to press H and get 52 points.', 'You are instructed to press H and get 57 points.', 'You are instructed to press I and get 63 points.', 'You are instructed to press I and get 58 points.', 'You press <<I>> and get 77 points.', 'You press <<I>> and get 57 points.', 'You press <<I>> and get 59 points.']You press <<","[{'token': 'I', 'prob': 0.77734375}, {'token': 'H', 'prob': 0.22265625}]"
31,1,10,6,2,48,60,9,True,H,I,44,523,-1.40625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 10. There are 10 trials in this game.', 'You are instructed to press H and get 52 points.', 'You are instructed to press H and get 57 points.', 'You are instructed to press I and get 63 points.', 'You are instructed to press I and get 58 points.', 'You press <<I>> and get 77 points.', 'You press <<I>> and get 57 points.', 'You press <<I>> and get 59 points.', 'You press <<I>> and get 56 points.']You press <<","[{'token': 'I', 'prob': 0.75390625}, {'token': 'H', 'prob': 0.2451171875}]"
31,1,10,6,2,48,60,10,True,I,I,68,591,-0.2275390625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 10. There are 10 trials in this game.', 'You are instructed to press H and get 52 points.', 'You are instructed to press H and get 57 points.', 'You are instructed to press I and get 63 points.', 'You are instructed to press I and get 58 points.', 'You press <<I>> and get 77 points.', 'You press <<I>> and get 57 points.', 'You press <<I>> and get 59 points.', 'You press <<I>> and get 56 points.', 'You press <<H>> and get 44 points.']You press <<","[{'token': 'I', 'prob': 0.796875}, {'token': 'H', 'prob': 0.2021484375}]"
31,1,11,1,2,20,40,5,True,I,I,34,138,-0.314453125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 11. There are 5 trials in this game.', 'You are instructed to press I and get 47 points.', 'You are instructed to press H and get 12 points.', 'You are instructed to press H and get 10 points.', 'You are instructed to press I and get 35 points.']You press <<","[{'token': 'I', 'prob': 0.73046875}, {'token': 'H', 'prob': 0.26953125}]"
31,1,12,6,1,90,60,5,True,H,H,81,415,-0.203125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press H and get 96 points.', 'You are instructed to press H and get 97 points.', 'You are instructed to press H and get 87 points.', 'You are instructed to press I and get 54 points.']You press <<","[{'token': 'H', 'prob': 0.81640625}, {'token': 'I', 'prob': 0.1826171875}]"
31,1,12,6,1,90,60,6,True,H,H,92,507,-0.1611328125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press H and get 96 points.', 'You are instructed to press H and get 97 points.', 'You are instructed to press H and get 87 points.', 'You are instructed to press I and get 54 points.', 'You press <<H>> and get 81 points.']You press <<","[{'token': 'H', 'prob': 0.8515625}, {'token': 'I', 'prob': 0.1484375}]"
31,1,12,6,1,90,60,7,True,H,H,91,598,-0.0771484375,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press H and get 96 points.', 'You are instructed to press H and get 97 points.', 'You are instructed to press H and get 87 points.', 'You are instructed to press I and get 54 points.', 'You press <<H>> and get 81 points.', 'You press <<H>> and get 92 points.']You press <<","[{'token': 'H', 'prob': 0.92578125}, {'token': 'I', 'prob': 0.07568359375}]"
31,1,12,6,1,90,60,8,True,H,H,87,685,-0.05615234375,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press H and get 96 points.', 'You are instructed to press H and get 97 points.', 'You are instructed to press H and get 87 points.', 'You are instructed to press I and get 54 points.', 'You press <<H>> and get 81 points.', 'You press <<H>> and get 92 points.', 'You press <<H>> and get 91 points.']You press <<","[{'token': 'H', 'prob': 0.9453125}, {'token': 'I', 'prob': 0.053466796875}]"
31,1,12,6,1,90,60,9,True,H,H,92,777,-0.048095703125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press H and get 96 points.', 'You are instructed to press H and get 97 points.', 'You are instructed to press H and get 87 points.', 'You are instructed to press I and get 54 points.', 'You press <<H>> and get 81 points.', 'You press <<H>> and get 92 points.', 'You press <<H>> and get 91 points.', 'You press <<H>> and get 87 points.']You press <<","[{'token': 'H', 'prob': 0.953125}, {'token': 'I', 'prob': 0.04736328125}]"
31,1,12,6,1,90,60,10,True,H,H,89,866,-0.023681640625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press H and get 96 points.', 'You are instructed to press H and get 97 points.', 'You are instructed to press H and get 87 points.', 'You are instructed to press I and get 54 points.', 'You press <<H>> and get 81 points.', 'You press <<H>> and get 92 points.', 'You press <<H>> and get 91 points.', 'You press <<H>> and get 87 points.', 'You press <<H>> and get 92 points.']You press <<","[{'token': 'H', 'prob': 0.9765625}, {'token': 'I', 'prob': 0.02294921875}]"
31,1,13,1,3,30,60,5,True,I,I,64,273,-0.251953125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 13. There are 5 trials in this game.', 'You are instructed to press I and get 52 points.', 'You are instructed to press H and get 30 points.', 'You are instructed to press I and get 56 points.', 'You are instructed to press I and get 71 points.']You press <<","[{'token': 'I', 'prob': 0.77734375}, {'token': 'H', 'prob': 0.22265625}]"
