participant_id,block,game,horizon,info_condition,reward_mean_H,reward_mean_I,trial_num,choice,reward,cumulative_reward,is_free,prompt
28,1,4,6,2.0,68.0,60.0,5,I,48.0,315.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 4. There are 10 trials in this game.', 'You are instructed to press H and get 65.0 points.', 'You are instructed to press I and get 77.0 points.', 'You are instructed to press I and get 52.0 points.', 'You are instructed to press H and get 73.0 points.']You press <<"
28,1,4,6,2.0,68.0,60.0,6,I,70.0,385.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 4. There are 10 trials in this game.', 'You are instructed to press H and get 65.0 points.', 'You are instructed to press I and get 77.0 points.', 'You are instructed to press I and get 52.0 points.', 'You are instructed to press H and get 73.0 points.', 'You press <<I>> and get 48.0 points.']You press <<"
28,1,4,6,2.0,68.0,60.0,7,I,64.0,449.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 4. There are 10 trials in this game.', 'You are instructed to press H and get 65.0 points.', 'You are instructed to press I and get 77.0 points.', 'You are instructed to press I and get 52.0 points.', 'You are instructed to press H and get 73.0 points.', 'You press <<I>> and get 48.0 points.', 'You press <<I>> and get 70.0 points.']You press <<"
28,1,4,6,2.0,68.0,60.0,8,I,34.0,483.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 4. There are 10 trials in this game.', 'You are instructed to press H and get 65.0 points.', 'You are instructed to press I and get 77.0 points.', 'You are instructed to press I and get 52.0 points.', 'You are instructed to press H and get 73.0 points.', 'You press <<I>> and get 48.0 points.', 'You press <<I>> and get 70.0 points.', 'You press <<I>> and get 64.0 points.']You press <<"
28,1,4,6,2.0,68.0,60.0,9,H,65.0,548.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 4. There are 10 trials in this game.', 'You are instructed to press H and get 65.0 points.', 'You are instructed to press I and get 77.0 points.', 'You are instructed to press I and get 52.0 points.', 'You are instructed to press H and get 73.0 points.', 'You press <<I>> and get 48.0 points.', 'You press <<I>> and get 70.0 points.', 'You press <<I>> and get 64.0 points.', 'You press <<I>> and get 34.0 points.']You press <<"
28,1,4,6,2.0,68.0,60.0,10,I,64.0,612.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 4. There are 10 trials in this game.', 'You are instructed to press H and get 65.0 points.', 'You are instructed to press I and get 77.0 points.', 'You are instructed to press I and get 52.0 points.', 'You are instructed to press H and get 73.0 points.', 'You press <<I>> and get 48.0 points.', 'You press <<I>> and get 70.0 points.', 'You press <<I>> and get 64.0 points.', 'You press <<I>> and get 34.0 points.', 'You press <<H>> and get 65.0 points.']You press <<"
28,1,5,6,2.0,30.0,60.0,1,I,70.0,173.0,False,
28,1,5,6,2.0,30.0,60.0,2,H,19.0,173.0,False,
28,1,5,6,2.0,30.0,60.0,3,I,43.0,173.0,False,
28,1,5,6,2.0,30.0,60.0,4,H,41.0,173.0,False,
28,1,5,6,2.0,30.0,60.0,5,I,53.0,226.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press I and get 70.0 points.', 'You are instructed to press H and get 19.0 points.', 'You are instructed to press I and get 43.0 points.', 'You are instructed to press H and get 41.0 points.']You press <<"
28,1,5,6,2.0,30.0,60.0,6,H,19.0,245.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press I and get 70.0 points.', 'You are instructed to press H and get 19.0 points.', 'You are instructed to press I and get 43.0 points.', 'You are instructed to press H and get 41.0 points.', 'You press <<I>> and get 53.0 points.']You press <<"
28,1,5,6,2.0,30.0,60.0,7,I,61.0,306.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press I and get 70.0 points.', 'You are instructed to press H and get 19.0 points.', 'You are instructed to press I and get 43.0 points.', 'You are instructed to press H and get 41.0 points.', 'You press <<I>> and get 53.0 points.', 'You press <<H>> and get 19.0 points.']You press <<"
28,1,5,6,2.0,30.0,60.0,8,H,32.0,338.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press I and get 70.0 points.', 'You are instructed to press H and get 19.0 points.', 'You are instructed to press I and get 43.0 points.', 'You are instructed to press H and get 41.0 points.', 'You press <<I>> and get 53.0 points.', 'You press <<H>> and get 19.0 points.', 'You press <<I>> and get 61.0 points.']You press <<"
28,1,5,6,2.0,30.0,60.0,9,I,62.0,400.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press I and get 70.0 points.', 'You are instructed to press H and get 19.0 points.', 'You are instructed to press I and get 43.0 points.', 'You are instructed to press H and get 41.0 points.', 'You press <<I>> and get 53.0 points.', 'You press <<H>> and get 19.0 points.', 'You press <<I>> and get 61.0 points.', 'You press <<H>> and get 32.0 points.']You press <<"
28,1,5,6,2.0,30.0,60.0,10,I,62.0,462.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 5. There are 10 trials in this game.', 'You are instructed to press I and get 70.0 points.', 'You are instructed to press H and get 19.0 points.', 'You are instructed to press I and get 43.0 points.', 'You are instructed to press H and get 41.0 points.', 'You press <<I>> and get 53.0 points.', 'You press <<H>> and get 19.0 points.', 'You press <<I>> and get 61.0 points.', 'You press <<H>> and get 32.0 points.', 'You press <<I>> and get 62.0 points.']You press <<"
28,1,6,6,1.0,52.0,40.0,1,H,63.0,203.0,False,
28,1,6,6,1.0,52.0,40.0,2,I,44.0,203.0,False,
28,1,6,6,1.0,52.0,40.0,3,H,49.0,203.0,False,
28,1,6,6,1.0,52.0,40.0,4,H,47.0,203.0,False,
28,1,6,6,1.0,52.0,40.0,5,H,54.0,257.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 6. There are 10 trials in this game.', 'You are instructed to press H and get 63.0 points.', 'You are instructed to press I and get 44.0 points.', 'You are instructed to press H and get 49.0 points.', 'You are instructed to press H and get 47.0 points.']You press <<"
28,1,6,6,1.0,52.0,40.0,6,H,39.0,296.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 6. There are 10 trials in this game.', 'You are instructed to press H and get 63.0 points.', 'You are instructed to press I and get 44.0 points.', 'You are instructed to press H and get 49.0 points.', 'You are instructed to press H and get 47.0 points.', 'You press <<H>> and get 54.0 points.']You press <<"
28,1,6,6,1.0,52.0,40.0,7,H,55.0,351.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 6. There are 10 trials in this game.', 'You are instructed to press H and get 63.0 points.', 'You are instructed to press I and get 44.0 points.', 'You are instructed to press H and get 49.0 points.', 'You are instructed to press H and get 47.0 points.', 'You press <<H>> and get 54.0 points.', 'You press <<H>> and get 39.0 points.']You press <<"
28,1,6,6,1.0,52.0,40.0,8,H,46.0,397.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 6. There are 10 trials in this game.', 'You are instructed to press H and get 63.0 points.', 'You are instructed to press I and get 44.0 points.', 'You are instructed to press H and get 49.0 points.', 'You are instructed to press H and get 47.0 points.', 'You press <<H>> and get 54.0 points.', 'You press <<H>> and get 39.0 points.', 'You press <<H>> and get 55.0 points.']You press <<"
28,1,6,6,1.0,52.0,40.0,9,H,53.0,450.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 6. There are 10 trials in this game.', 'You are instructed to press H and get 63.0 points.', 'You are instructed to press I and get 44.0 points.', 'You are instructed to press H and get 49.0 points.', 'You are instructed to press H and get 47.0 points.', 'You press <<H>> and get 54.0 points.', 'You press <<H>> and get 39.0 points.', 'You press <<H>> and get 55.0 points.', 'You press <<H>> and get 46.0 points.']You press <<"
28,1,6,6,1.0,52.0,40.0,10,H,56.0,506.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 6. There are 10 trials in this game.', 'You are instructed to press H and get 63.0 points.', 'You are instructed to press I and get 44.0 points.', 'You are instructed to press H and get 49.0 points.', 'You are instructed to press H and get 47.0 points.', 'You press <<H>> and get 54.0 points.', 'You press <<H>> and get 39.0 points.', 'You press <<H>> and get 55.0 points.', 'You press <<H>> and get 46.0 points.', 'You press <<H>> and get 53.0 points.']You press <<"
28,1,7,1,3.0,48.0,40.0,1,H,61.0,193.0,False,
28,1,7,1,3.0,48.0,40.0,2,I,44.0,193.0,False,
28,1,7,1,3.0,48.0,40.0,3,I,41.0,193.0,False,
28,1,7,1,3.0,48.0,40.0,4,I,47.0,193.0,False,
28,1,7,1,3.0,48.0,40.0,5,H,55.0,248.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 7. There are 5 trials in this game.', 'You are instructed to press H and get 61.0 points.', 'You are instructed to press I and get 44.0 points.', 'You are instructed to press I and get 41.0 points.', 'You are instructed to press I and get 47.0 points.']You press <<"
28,1,8,1,2.0,60.0,72.0,1,H,51.0,265.0,False,
28,1,8,1,2.0,60.0,72.0,2,I,76.0,265.0,False,
28,1,8,1,2.0,60.0,72.0,3,H,54.0,265.0,False,
28,1,8,1,2.0,60.0,72.0,4,I,84.0,265.0,False,
28,1,8,1,2.0,60.0,72.0,5,I,87.0,352.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 8. There are 5 trials in this game.', 'You are instructed to press H and get 51.0 points.', 'You are instructed to press I and get 76.0 points.', 'You are instructed to press H and get 54.0 points.', 'You are instructed to press I and get 84.0 points.']You press <<"
